cell file,Rs,Rm,Cm,Pk_Ina,Max_Ikpk,Max_Ikin,Pct_inact,hyperpol,RMP_mV,InputRes_GOhms,length,Events,Frequency,Peak_pA,Trise_ms,Taudecay_ms,Duration_ms,First_AP_Mean_Amplitude_mV,First_AP_Mean_Potential_Difference_of_Spike_mV,First_AP_Mean_Threshold_Potential,First_AP_Mean_Threshold_to_Peak_S,First_AP_Mean_AP_Width_S,First_AP_Mean_Spike_Height_mV,First_AP_Membrane_Potential,Ih_current_current_injected_at_baseline,First_AP_Mean_AHP,First_AP_Current_Step_Size_pA,Most_AP_Mean_Amplitude_mV,Most_AP_Max_Amplitude_mV,Most_AP_Mean_Threshold_Potential,Most_AP_Mean_Threshold_to_Peak_S,Most_AP_Mean_AP_Width_S,Most_AP_Event_number,Most_AP_Mean_Spike_Height_mV,Most_AP_Mean_AHP,Most_AP_Current_Injection,Sweep_no_first_AP,Sweep_no_most_AP,First_AP_Event_number_2.0,First_AP_Frequency_Hz_10.0
cc_14_5_1906_cell4_0001.abf,0.35695995033673733,0.47812782900833195,0.09246273510554323,0.9524590163934424,0.14772965055450973,0.09174999574127385,0.4254828932254825,0.42109144542772875,0.6154993512707241,0.5587728050179026,0.05464006938421508,0.0009111617312072893,0.007459016393442623,0.98421423337779,0.39325842696629215,0.5021944826973479,0.10077519379844962,0.3267949666913414,0.46541184379135847,0.5765595463137994,0.2606473594548615,0.3133903133903133,0.5581482875423411,0.4487394392794204,0.8932740592595811,0.9003577705247305,0.11962962998845156,0.41611687087653226,0.36233073450964465,0.5508199089792671,0.2606473594548615,0.28698224852071,0.0,0.6055532870559415,0.7179582480996787,0.0484387535600968,0.07692307692307693,0.07142857142857142,0,0
cc_14_5_2006_cell5_0001.abf,0.160936796992689,0.1689544187391244,0.2751465920232832,0.5548009367681505,0.19889098137685743,0.15590344616118385,0.32267146421198195,0.10865290068829914,0.3982448552873983,0.3523676950834732,0.9999999999999999,0.7157175398633259,0.3579234972677595,0.9681451327885102,0.07865168539325842,0.525947314646173,0.03875968992248063,0.9200592153960043,1.0,0.5463137996219289,0.13798977853492217,0.09401709401709404,1.0,0.394664410953667,0.9365231190626289,0.6461663458587887,0.1549435975137547,0.8022620169651282,0.9019286007386171,0.6302824532254585,0.25894378194208467,0.23964497041420113,0.6666666666666666,0.8496529195590031,0.7494960130577787,0.1744944575398589,0.38461538461538464,0.9285714285714286,0,0
con_14_5_0606_cell2_0001.abf,0.40019137031076457,0.4962439602177221,0.26620519962537326,0.8488290398126463,0.2179326218874237,0.22690492819787716,0.5704084500008095,0.5172074729596856,0.3319847937404137,0.006064191100010469,0.014744145706851688,0.012300683371298405,0.11953551912568305,0.9731037752075744,1.0,0.9999999999999999,0.5005537098560355,0.5995558845299807,0.5471398861416292,0.6982986767485821,0.21805792163544108,0.19373219373219372,0.5690628528415506,0.3051420943984935,0.7225277711354107,0.7124445560297945,0.24152218829983868,0.4298617656299091,0.5424702503077572,0.8035348792410131,0.29244747302669255,0.46449704142011844,0.8333333333333334,0.46141282155981966,1.0,0.32111651597894897,0.2692307692307692,0.8214285714285714,0,0
con_14_5_1206_cell9_0001.abf,0.3097672136691537,0.24049031339488147,0.15369005381730985,0.704215456674472,0.22713956894747858,0.18961552220499786,0.611170006604256,0.6619960668633236,0.6673477472691516,0.2788122977078274,0.4449262792714657,0.0022779043280182236,0.0029234972677595625,0.8967800173385605,0.0449438202247191,0.5043427657589622,0.00996677740863787,0.8538119911176938,0.6788122597315293,0.35803402646503013,0.15502555366269033,0.06267806267806267,0.8803161460293564,0.4857155421730437,0.7199626095084892,0.2528349652690599,0.20594629892486174,0.9059849198868999,0.8715633976200281,0.4157335837607462,0.4131175468483866,0.3860946745562131,0.16666666666666666,0.8015516537362192,0.22829982843589267,0.11172878185193949,0.23076923076923078,0.2857142857142857,0,0
con_14_5_1306_cell4_0001.abf,0.39494934874877663,0.44292238668667683,0.11560874953979608,0.9720140515222482,0.05628792634442323,0.10406623170877108,0.7120365919829467,0.3126843657817115,0.6623383994378798,0.5269645606834105,0.46227233304423243,0.08291571753986333,0.08620218579234971,0.8269489818870088,0.07865168539325842,0.5133810137266225,0.012181616832779622,0.42227979274611566,0.5094426821838962,0.5750472589792068,0.293015332197621,0.2735042735042734,0.5965374482499054,0.45557383579858657,0.8804482511249758,0.7809544731776723,0.10291800526414926,0.4328463713477858,0.4123922855970464,0.5612945170844479,0.6090289608177204,0.32988165680473375,0.16666666666666666,0.6067782768476924,0.6420307035796726,0.05576088172662254,0.11538461538461539,0.14285714285714285,0,0
cc_192_4_0806_cell4_0001.abf,0.3607821335924779,0.06691640365300128,0.6584618714154914,0.8822014051522249,0.2240008369951866,0.34962438035534776,0.5101787375385621,0.1489675516224191,0.7608056275419885,0.1723992800239529,0.4796183868169991,0.035990888382687936,0.0364207650273224,0.0,0.12359550561797752,0.5385011772022567,0.0370985603543743,0.799037749814955,0.6608827174757893,0.502457466918716,0.2112436115843253,0.3105413105413105,0.7489649981181776,0.5216439801952586,0.4750874980978681,0.19742935252601312,0.655372090976611,0.2094250706880304,0.427574887156341,0.9946543379325291,0.1897785349233374,0.5124260355029586,0.6666666666666666,0.2756227031441408,0.7773355565915918,1.0,0.2692307692307692,1.0,0,0
cc_192_4_0806_cell6_0001.abf,0.39462738377653517,0.07395311650123709,0.3239874438827317,0.8299765807962525,0.10504289600334879,0.23210057407628187,0.4749817330071347,0.4545231071779746,1.0,0.12166240525513627,0.11535125758889853,0.2656036446469248,0.8864480874316939,0.68585414940032,0.24719101123595505,0.5358215983297054,0.08970099667774087,0.49000740192450293,0.5587673045816441,0.8003780718336498,0.1311754684838234,0.11396011396011399,0.5378246142265707,0.7570581570410866,0.4748592421903881,0.3459599129634264,0.6571347153125741,0.2753063147973609,0.498974148543293,1.0,0.43339011925043075,0.9047337278106509,0.6666666666666666,0.41894650877909395,0.5804149979099003,0.7545241434650836,0.2692307692307692,0.75,0,0
cc_192_4_1506_cell7_0001.abf,0.2027236963979869,0.21777462369457679,0.3191969217501649,0.6583138173302105,0.31094371207365623,0.40072909391342815,0.9346482198614667,0.26769911504424776,0.622797129926338,0.15606639907787515,0.4796183868169991,0.0009111617312072893,0.0013661202185792348,0.6982149960074583,0.0898876404494382,0.5319426058371463,0.027131782945736434,0.7868245743893443,0.665619813877276,0.45255198487712767,0.2299829642248703,0.14245014245014245,0.8005269100489268,0.3842524329106536,0.7313971435403581,0.4551636120177417,0.22451169563670148,0.5280395852968897,0.668444809191632,0.7199788099882019,0.4028960817717257,0.5207100591715976,0.8333333333333334,0.5907853545664897,0.687972067769211,0.3213600059177191,0.15384615384615385,0.5357142857142857,0,0
con_192_4_1506_cell4_0001.abf,0.44102679875382667,0.5553601498033782,0.32318090883770545,0.7546838407494137,0.11979493617911777,0.16229153535594404,0.7544084445203642,0.6661750245821043,0.3712445499362611,0.3998885259489974,0.1673894189071986,0.010022779043280182,0.02617486338797814,0.9879606307631551,0.056179775280898875,0.5152387721558349,0.02436323366555925,0.7840488527017055,0.8360555007037367,0.7213610586011344,0.2827938671209601,0.1452991452991453,0.7802032367331575,0.48746165029205946,0.86679637399187,0.5315368092169488,0.17166032818234186,0.853754319824066,0.78251949117768,0.7282862577957583,0.2873367404883621,0.1597633136094675,0.33333333333333337,0.7773240778549069,0.40283178097631167,0.0910665941801875,0.11538461538461539,0.14285714285714285,1,1
cc 192_7_3005_cell2_0001.abf,0.06311980777737994,0.11805724166445247,0.38525648051212824,0.27822014051522215,0.8458882611424985,0.6638331942149442,0.6642823817119268,0.015240904621435514,0.6667029909654667,0.22777274876954565,0.34952298352124894,0.02323462414578588,0.031584699453551905,0.9894613352837325,0.033707865168539325,0.5091413086935276,0.034883720930232565,0.9411547002220604,0.8809003634224735,0.5190926275992436,0.22316865417377152,0.0,0.9920963492660889,0.4943477833480836,0.9693050151083672,0.43228861550478315,0.20921365813388232,0.7628652214891611,0.8580221583914682,0.6952972621541591,0.2838160136286262,0.16745562130177516,0.6666666666666666,0.7045324622294812,0.49380432052364454,0.25123800999445234,0.23076923076923078,0.6428571428571428,0,0
cc 192_7_3005_cell3_0001.abf,0.0,0.1622902004916257,0.3305431700591869,0.621662763466043,0.9999999999999998,1.0,0.9776984109950515,0.4132251720747298,0.6343437164071155,0.41960033535978025,0.4796183868169991,0.010022779043280182,0.010464480874316938,0.9795070990237313,0.02247191011235955,0.5321602771978143,0.0370985603543743,0.7631384159881605,0.5883662794361695,0.53194706994329,0.177172061328789,0.045584045584045635,0.7448249905908917,0.47427659387336574,0.9099258711767138,0.34845663514380426,0.10333224135950458,0.3127103810421443,0.6479277800574499,0.9011774904283746,0.154782185446583,0.2857142857142752,0.9999999999999999,0.34468879426004734,0.7463102197363182,0.3216849524967201,0.11538461538461539,0.8214285714285714,0,0
